기준년월,행정동코드,행정동명,나이대,평균주거인구수,평균직장인구수,평균방문인구수
202412,2629059000,남구 용호3동,60대이상,4092,251,804
202412,2629060000,남구 용호4동,20대,389,122,317
202412,2629060000,남구 용호4동,20대미만,417,35,146
202412,2629060000,남구 용호4동,30대,431,66,236
202412,2629060000,남구 용호4동,40대,599,125,269
202412,2629060000,남구 용호4동,50대,747,139,325
202412,2629060000,남구 용호4동,60대이상,2055,133,628
202412,2629061000,남구 용당동,20대,556,256,423
202412,2629061000,남구 용당동,20대미만,484,93,197
202412,2629061000,남구 용당동,30대,462,204,286
202412,2629061000,남구 용당동,40대,673,248,471
202412,2629061000,남구 용당동,50대,1094,268,597
202412,2629061000,남구 용당동,60대이상,2157,227,712
202412,2629062000,남구 감만1동,20대,378,125,202
202412,2629062000,남구 감만1동,20대미만,290,47,73
202412,2629062000,남구 감만1동,30대,348,193,321
202412,2629062000,남구 감만1동,40대,549,196,477
202412,2629062000,남구 감만1동,50대,698,244,655
202412,2629062000,남구 감만1동,60대이상,2008,244,667
202412,2629063000,남구 감만2동,20대,215,18,107
202412,2629063000,남구 감만2동,20대미만,245,38,149
202412,2629063000,남구 감만2동,30대,181,38,134
202412,2629063000,남구 감만2동,40대,300,42,217
202412,2629063000,남구 감만2동,50대,627,81,316
202412,2629063000,남구 감만2동,60대이상,1554,64,758
202412,2629064500,남구 우암동,20대,672,120,278
202412,2629064500,남구 우암동,20대미만,816,85,180
202412,2629064500,남구 우암동,30대,685,141,332
202412,2629064500,남구 우암동,40대,1087,186,395
202412,2629064500,남구 우암동,50대,1398,265,605
202412,2629064500,남구 우암동,60대이상,4750,257,1130
202412,2629068000,남구 문현1동,20대,583,60,200
202412,2629068000,남구 문현1동,20대미만,630,102,245
202412,2629068000,남구 문현1동,30대,443,57,251
202412,2629068000,남구 문현1동,40대,742,106,291
202412,2629068000,남구 문현1동,50대,1101,150,361
202412,2629068000,남구 문현1동,60대이상,2720,150,676
202412,2629069000,남구 문현2동,20대,412,341,384
202412,2629069000,남구 문현2동,20대미만,185,53,191
202412,2629069000,남구 문현2동,30대,643,650,490
202412,2629069000,남구 문현2동,40대,508,496,441
202412,2629069000,남구 문현2동,50대,566,441,523
202412,2629069000,남구 문현2동,60대이상,1844,227,745
202412,2629070000,남구 문현3동,20대,688,86,707
202412,2629070000,남구 문현3동,20대미만,689,67,843
202412,2629070000,남구 문현3동,30대,809,99,743
202412,2629070000,남구 문현3동,40대,1239,153,1030
202412,2629070000,남구 문현3동,50대,1081,155,1334
202412,2629070000,남구 문현3동,60대이상,3334,206,2719
202412,2629071000,남구 문현4동,20대,418,78,217
202412,2629071000,남구 문현4동,20대미만,286,33,159
202412,2629071000,남구 문현4동,30대,494,115,256
202412,2629071000,남구 문현4동,40대,506,120,258
202412,2629071000,남구 문현4동,50대,701,112,284
202412,2629071000,남구 문현4동,60대이상,1755,117,458
202412,2632051000,북구 구포1동,20대,1058,126,436
202412,2632051000,북구 구포1동,20대미만,636,5,182
202412,2632051000,북구 구포1동,30대,1335,179,519
202412,2632051000,북구 구포1동,40대,1222,233,543
202412,2632051000,북구 구포1동,50대,1780,389,931
202412,2632051000,북구 구포1동,60대이상,4625,536,2132
202412,2632052000,북구 구포2동,20대,1665,191,301
202412,2632052000,북구 구포2동,20대미만,1197,178,200
202412,2632052000,북구 구포2동,30대,1937,293,361
202412,2632052000,북구 구포2동,40대,2088,341,397
202412,2632052000,북구 구포2동,50대,3040,466,577
202412,2632052000,북구 구포2동,60대이상,7221,398,1023
202412,2632052100,북구 구포3동,20대,1440,120,228
202412,2632052100,북구 구포3동,20대미만,1155,147,135
202412,2632052100,북구 구포3동,30대,1274,110,190
202412,2632052100,북구 구포3동,40대,1643,180,207
202412,2632052100,북구 구포3동,50대,2744,308,361
202412,2632052100,북구 구포3동,60대이상,5990,272,616
202412,2632053000,북구 금곡동,20대,2254,237,388
202412,2632053000,북구 금곡동,20대미만,2232,111,322
202412,2632053000,북구 금곡동,30대,2412,257,522
202412,2632053000,북구 금곡동,40대,2978,326,553
202412,2632053000,북구 금곡동,50대,4758,580,831
202412,2632053000,북구 금곡동,60대이상,12541,530,1532
202412,2632054100,북구 화명1동,20대,2719,249,887
202412,2632054100,북구 화명1동,20대미만,2960,53,979
202412,2632054100,북구 화명1동,30대,3333,236,1100
202412,2632054100,북구 화명1동,40대,3665,331,1102
202412,2632054100,북구 화명1동,50대,5157,517,1376
202412,2632054100,북구 화명1동,60대이상,8073,436,1999
202412,2632054200,북구 화명2동,20대,1350,173,313
202412,2632054200,북구 화명2동,20대미만,1401,140,266
202412,2632054200,북구 화명2동,30대,1569,165,379
202412,2632054200,북구 화명2동,40대,1576,192,374
202412,2632054200,북구 화명2동,50대,2272,292,556
202412,2632054200,북구 화명2동,60대이상,4526,259,857
202412,2632054300,북구 화명3동,20대,2063,375,824
202412,2632054300,북구 화명3동,20대미만,2546,314,652
202412,2632054300,북구 화명3동,30대,1772,318,740
202412,2632054300,북구 화명3동,40대,2506,433,734
202412,2632054300,북구 화명3동,50대,3465,550,1007
202412,2632054300,북구 화명3동,60대이상,5065,319,1455
202412,2632055000,북구 덕천1동,20대,979,173,350
202412,2632055000,북구 덕천1동,20대미만,514,41,175
202412,2632055000,북구 덕천1동,30대,1432,194,355
202412,2632055000,북구 덕천1동,40대,1087,223,370
202412,2632055000,북구 덕천1동,50대,1446,327,544
202412,2632055000,북구 덕천1동,60대이상,4330,268,1101
202412,2632056000,북구 덕천2동,20대,893,350,994
202412,2632056000,북구 덕천2동,20대미만,534,191,569
202412,2632056000,북구 덕천2동,30대,900,417,1031
202412,2632056000,북구 덕천2동,40대,885,400,988
202412,2632056000,북구 덕천2동,50대,1323,519,1323
202412,2632056000,북구 덕천2동,60대이상,3680,429,2273
202412,2632056100,북구 덕천3동,20대,382,35,74
202412,2632056100,북구 덕천3동,20대미만,240,7,41
202412,2632056100,북구 덕천3동,30대,383,31,98
202412,2632056100,북구 덕천3동,40대,576,42,102
202412,2632056100,북구 덕천3동,50대,993,93,161
202412,2632056100,북구 덕천3동,60대이상,3009,79,327
202412,2632057100,북구 만덕1동,20대,922,92,205
202412,2632057100,북구 만덕1동,20대미만,962,69,169
202412,2632057100,북구 만덕1동,30대,1900,129,334
202412,2632057100,북구 만덕1동,40대,1632,132,313
202412,2632057100,북구 만덕1동,50대,1551,154,342
202412,2632057100,북구 만덕1동,60대이상,3984,187,774
202412,2632057200,북구 만덕2동,20대,1690,160,275
202412,2632057200,북구 만덕2동,20대미만,2450,183,254
202412,2632057200,북구 만덕2동,30대,2372,217,388
202412,2632057200,북구 만덕2동,40대,2814,295,411
202412,2632057200,북구 만덕2동,50대,3055,321,498
202412,2632057200,북구 만덕2동,60대이상,7036,341,996
202412,2632057300,북구 만덕3동,20대,1087,82,206
202412,2632057300,북구 만덕3동,20대미만,1048,30,198
202412,2632057300,북구 만덕3동,30대,1291,101,252
202412,2632057300,북구 만덕3동,40대,1453,127,285
202412,2632057300,북구 만덕3동,50대,2068,181,360
202412,2632057300,북구 만덕3동,60대이상,5343,259,678
202412,2635051000,해운대구 우1동,20대,1826,709,2502
202412,2635051000,해운대구 우1동,20대미만,1942,401,1403
202412,2635051000,해운대구 우1동,30대,2164,686,2354
202412,2635051000,해운대구 우1동,40대,2659,671,2347
202412,2635051000,해운대구 우1동,50대,2888,734,2279
202412,2635051000,해운대구 우1동,60대이상,6188,739,3067
202412,2635052000,해운대구 우2동,20대,1812,1871,2229
202412,2635052000,해운대구 우2동,20대미만,2830,391,1594
202412,2635052000,해운대구 우2동,30대,2347,2176,2785
202412,2635052000,해운대구 우2동,40대,3496,1599,2573
202412,2635052000,해운대구 우2동,50대,3970,1500,2331
202412,2635052000,해운대구 우2동,60대이상,6787,831,3021
202412,2635052500,해운대구 우3동,20대,1091,187,444
202412,2635052500,해운대구 우3동,20대미만,1659,97,389
202412,2635052500,해운대구 우3동,30대,1293,228,557
202412,2635052500,해운대구 우3동,40대,2134,316,700
202412,2635052500,해운대구 우3동,50대,2628,320,754
202412,2635052500,해운대구 우3동,60대이상,5649,330,1055
202412,2635053000,해운대구 중1동,20대,2010,650,1833
202412,2635053000,해운대구 중1동,20대미만,1920,109,1174
202412,2635053000,해운대구 중1동,30대,2376,646,2154
202412,2635053000,해운대구 중1동,40대,3280,706,2080
202412,2635053000,해운대구 중1동,50대,3540,844,2006
202412,2635053000,해운대구 중1동,60대이상,6004,630,2464
202412,2635054000,해운대구 중2동,20대,922,150,498
202412,2635054000,해운대구 중2동,20대미만,1384,51,256
202412,2635054000,해운대구 중2동,30대,1390,201,573
202412,2635054000,해운대구 중2동,40대,1892,216,604
202412,2635054000,해운대구 중2동,50대,1975,246,705
202412,2635054000,해운대구 중2동,60대이상,3938,240,1068
202412,2635055100,해운대구 좌1동,20대,1395,393,740
202412,2635055100,해운대구 좌1동,20대미만,1126,58,614
202412,2635055100,해운대구 좌1동,30대,1309,327,709
202412,2635055100,해운대구 좌1동,40대,1631,386,800
202412,2635055100,해운대구 좌1동,50대,2359,488,994
202412,2635055100,해운대구 좌1동,60대이상,3391,379,1372
202412,2635055200,해운대구 좌2동,20대,2695,256,515
202412,2635055200,해운대구 좌2동,20대미만,2206,134,428
202412,2635055200,해운대구 좌2동,30대,3091,278,505
202412,2635055200,해운대구 좌2동,40대,3215,346,482
202412,2635055200,해운대구 좌2동,50대,4010,426,547
202412,2635055200,해운대구 좌2동,60대이상,6916,326,862
202412,2635055300,해운대구 좌3동,20대,1007,102,228
202412,2635055300,해운대구 좌3동,20대미만,1117,256,307
202412,2635055300,해운대구 좌3동,30대,1086,93,250
202412,2635055300,해운대구 좌3동,40대,1349,116,279
202412,2635055300,해운대구 좌3동,50대,2104,185,370
202412,2635055300,해운대구 좌3동,60대이상,4271,186,653
202412,2635055400,해운대구 좌4동,20대,1712,397,624
202412,2635055400,해운대구 좌4동,20대미만,2677,290,486
202412,2635055400,해운대구 좌4동,30대,1646,330,603
202412,2635055400,해운대구 좌4동,40대,2447,430,699
202412,2635055400,해운대구 좌4동,50대,2993,444,918
202412,2635055400,해운대구 좌4동,60대이상,4906,353,1640
202412,2635056000,해운대구 송정동,20대,539,286,1088
202412,2635056000,해운대구 송정동,20대미만,605,119,522
202412,2635056000,해운대구 송정동,30대,734,321,1088
202412,2635056000,해운대구 송정동,40대,847,328,1103
202412,2635056000,해운대구 송정동,50대,1106,460,1234
202412,2635056000,해운대구 송정동,60대이상,3347,327,1547
202412,2635057000,해운대구 반여1동,20대,2700,386,532
202412,2635057000,해운대구 반여1동,20대미만,4089,221,398
202412,2635057000,해운대구 반여1동,30대,2825,436,676
202412,2635057000,해운대구 반여1동,40대,4171,576,788
202412,2635057000,해운대구 반여1동,50대,4934,726,969
202412,2635057000,해운대구 반여1동,60대이상,8215,527,1614
202412,2635058000,해운대구 반여2동,20대,708,67,226
202412,2635058000,해운대구 반여2동,20대미만,418,42,141
202412,2635058000,해운대구 반여2동,30대,892,75,236
202412,2635058000,해운대구 반여2동,40대,1078,103,282
202412,2635058000,해운대구 반여2동,50대,1567,168,505
202412,2635058000,해운대구 반여2동,60대이상,4276,157,931
202412,2635059000,해운대구 반여3동,20대,375,28,59
202412,2635059000,해운대구 반여3동,20대미만,192,12,28
202412,2635059000,해운대구 반여3동,30대,390,29,71
202412,2635059000,해운대구 반여3동,40대,530,41,76
202412,2635059000,해운대구 반여3동,50대,826,80,123
202412,2635059000,해운대구 반여3동,60대이상,1887,94,222
202412,2635059500,해운대구 반여4동,20대,738,52,152
202412,2635059500,해운대구 반여4동,20대미만,761,29,169
202412,2635059500,해운대구 반여4동,30대,751,53,204
202412,2635059500,해운대구 반여4동,40대,958,89,223
202412,2635059500,해운대구 반여4동,50대,1105,101,266
202412,2635059500,해운대구 반여4동,60대이상,2024,85,557
202412,2635061000,해운대구 반송1동,20대,761,121,160
202412,2635061000,해운대구 반송1동,20대미만,312,86,78
202412,2635061000,해운대구 반송1동,30대,527,130,160
202412,2635061000,해운대구 반송1동,40대,679,142,230
202412,2635061000,해운대구 반송1동,50대,1132,240,352
202412,2635061000,해운대구 반송1동,60대이상,3366,225,586
202412,2635062000,해운대구 반송2동,20대,1112,101,129
202412,2635062000,해운대구 반송2동,20대미만,1044,21,74
202412,2635062000,해운대구 반송2동,30대,1178,97,153
202412,2635062000,해운대구 반송2동,40대,1806,187,216
202412,2635062000,해운대구 반송2동,50대,2852,342,328
202412,2635062000,해운대구 반송2동,60대이상,8607,327,593
202412,2635065000,해운대구 재송1동,20대,2376,460,638
202412,2635065000,해운대구 재송1동,20대미만,4367,210,443
202412,2635065000,해운대구 재송1동,30대,2807,623,730
202412,2635065000,해운대구 재송1동,40대,5293,772,918
202412,2635065000,해운대구 재송1동,50대,4321,665,1010
202412,2635065000,해운대구 재송1동,60대이상,6761,529,1504
202412,2635066000,해운대구 재송2동,20대,1551,166,300
202412,2635066000,해운대구 재송2동,20대미만,1315,50,217
202412,2635066000,해운대구 재송2동,30대,1636,210,383
202412,2635066000,해운대구 재송2동,40대,2296,250,440
202412,2635066000,해운대구 재송2동,50대,2981,312,506
