code,name,residential00,residential12,residentialNoonMidnightRatio,residentialPeakHour,workplace00,workplace12,workplaceNoonMidnightRatio,workplacePeakHour,visitor00,visitor12,visitorNoonMidnightRatio,visitorPeakHour,visitorNoonAboveMidnightMonths
2632051000,북구 구포1동,13058.75,7858.666666666667,0.6017931782648926,04시,199.0,2980.75,14.978643216080402,16시,3019.1666666666665,7032.166666666667,2.3291747170852886,14시,12
2632052000,북구 구포2동,21954.916666666668,12092.583333333334,0.5507915842692791,04시,166.58333333333334,3768.6666666666665,22.623311655827912,16시,2031.4166666666667,3889.4166666666665,1.9146326455265208,13시,12
2632052100,북구 구포3동,18168.0,10321.083333333334,0.5680913327462205,04시,129.0,2453.1666666666665,19.016795865633075,16시,1438.1666666666667,2233.0,1.5526712249391585,14시,12
2632053000,북구 금곡동,33894.083333333336,19704.0,0.5813404011024539,04시,292.4166666666667,4064.4166666666665,13.89940153889997,16시,3488.5,5688.083333333333,1.6305241030051119,11시,12
2632054100,북구 화명1동,33074.083333333336,17276.083333333332,0.5223450385372231,04시,353.5833333333333,3242.3333333333335,9.16992693848692,17시,7878.333333333333,7681.166666666667,0.974973556166702,19시,4
2632054200,북구 화명2동,16270.5,8982.666666666666,0.5520830132243426,04시,171.41666666666666,2435.5833333333335,14.208556149732622,16시,2149.3333333333335,3707.4166666666665,1.7249147022332505,14시,12
2632054300,북구 화명3동,21130.333333333332,11927.25,0.5644610433657775,04시,335.6666666666667,4282.25,12.757447864945382,16시,3794.9166666666665,6712.666666666667,1.7688574628340545,19시,12
2632055000,북구 덕천1동,12048.583333333334,7136.583333333333,0.5923172157169238,04시,137.66666666666666,2359.5,17.139225181598064,16시,2358.1666666666665,3605.6666666666665,1.5290126510707471,11시,12
2632056000,북구 덕천2동,10263.166666666666,6152.25,0.5994494876500106,04시,429.9166666666667,4639.25,10.791044776119403,15시,5944.25,9395.916666666666,1.5806731995906407,19시,12
2632056100,북구 덕천3동,6523.083333333333,3875.75,0.5941592038529837,04시,30.833333333333332,502.0833333333333,16.283783783783782,16시,740.5,770.8333333333334,1.04096331307675,10시,10
2632057100,북구 만덕1동,13923.25,7264.25,0.5217352270482826,04시,115.33333333333333,1457.3333333333333,12.635838150289016,16시,1895.25,2389.4166666666665,1.2607395682187925,14시,12
2632057200,북구 만덕2동,24025.583333333332,13646.583333333334,0.5680021643595196,04시,201.08333333333334,2703.25,13.443431413178615,16시,2503.25,3301.75,1.3189853190851892,12시,12
2632057300,북구 만덕3동,15861.583333333334,8531.416666666666,0.5378666484535486,04시,126.66666666666667,1361.0833333333333,10.745394736842105,17시,2599.1666666666665,2471.5833333333335,0.9509137544084644,19시,7
2635051000,해운대구 우1동,20995.916666666668,12536.5,0.5970922917551428,04시,852.0833333333334,7777.416666666667,9.127530562347188,15시,12200.0,16162.75,1.3248155737704919,11시,12
2635052000,해운대구 우2동,26111.333333333332,14825.25,0.5677706998238313,04시,651.9166666666666,18951.416666666668,29.070305509395375,14시,5308.083333333333,24051.916666666668,4.531186712090052,15시,12
2635052500,해운대구 우3동,21843.416666666668,11732.75,0.5371297988333632,04시,234.58333333333334,3287.5833333333335,14.0145648312611,16시,3887.4166666666665,5005.25,1.287551716006774,19시,12
2635053000,해운대구 중1동,23541.5,13624.666666666666,0.5787510000070797,04시,422.1666666666667,6670.833333333333,15.801421239636793,15시,9211.916666666666,13421.75,1.4569986340157224,18시,12
2635054000,해운대구 중2동,14238.75,8463.083333333334,0.5943698241301613,04시,168.83333333333334,2105.5,12.470878578479763,16시,3011.6666666666665,4755.333333333333,1.5789706696181516,14시,12
2635055100,해운대구 좌1동,14044.333333333334,8218.416666666666,0.5851767023473287,04시,331.1666666666667,4113.0,12.419728233517866,16시,3850.0,6623.916666666667,1.7204978354978355,19시,12
2635055200,해운대구 좌2동,27423.416666666668,15850.666666666666,0.5779975142897948,04시,209.33333333333334,3500.8333333333335,16.723726114649683,16시,2727.8333333333335,3998.1666666666665,1.4656931630720351,17시,12
2635055300,해운대구 좌3동,13638.75,7938.083333333333,0.5820242568661596,04시,138.91666666666666,1855.5833333333333,13.35752849430114,09시,1778.75,2882.75,1.6206605762473647,12시,12
2635055400,해운대구 좌4동,20778.416666666668,12164.666666666666,0.5854472389217978,04시,428.8333333333333,4691.25,10.939564710454723,15시,3772.1666666666665,7177.666666666667,1.9027968011310918,11시,12
2635056000,해운대구 송정동,9067.583333333334,5557.25,0.6128700223323009,04시,262.5833333333333,3710.8333333333335,14.132021580450653,15시,5178.916666666667,8739.416666666666,1.6874989943199188,14시,12
2635057000,해운대구 반여1동,32914.666666666664,18870.0,0.5733006562424047,04시,370.1666666666667,5667.833333333333,15.311571364250335,16시,3931.4166666666665,6561.25,1.6689276554253132,11시,12
2635058000,해운대구 반여2동,11162.0,7009.166666666667,0.6279489936092696,04시,137.16666666666666,1239.0833333333333,9.033414337788578,16시,2632.9166666666665,2663.6666666666665,1.0116790631429025,19시,5
2635059000,해운대구 반여3동,5101.166666666667,3235.75,0.6343156794197405,04시,34.166666666666664,492.0833333333333,14.402439024390244,16시,433.0833333333333,745.75,1.7219549740234752,14시,12
2635059500,해운대구 반여4동,7959.25,4134.416666666667,0.5194480216938363,04시,72.5,755.4166666666666,10.419540229885056,16시,1667.4166666666667,1689.6666666666667,1.013343995202159,10시,8
2635061000,해운대구 반송1동,8216.916666666666,5582.583333333333,0.6794012352565338,04시,76.83333333333333,2029.5,26.41431670281996,15시,813.25,2630.4166666666665,3.2344502510503124,12시,12
2635062000,해운대구 반송2동,20009.75,12660.166666666666,0.632699892135917,04시,105.16666666666667,2205.8333333333335,20.974643423137877,16시,1121.0833333333333,2159.8333333333335,1.9265591317921655,12시,12
2635065000,해운대구 재송1동,32990.5,18123.166666666668,0.5493450134634719,04시,459.4166666666667,6204.833333333333,13.505895156901866,16시,4376.333333333333,6499.416666666667,1.4851283418386778,12시,12
2635066000,해운대구 재송2동,20413.166666666668,11970.75,0.5864229786330718,04시,178.5,2350.8333333333335,13.169934640522877,16시,2333.0833333333335,3023.75,1.2960317176840375,11시,12
2638051000,사하구 괴정1동,16613.0,9779.416666666666,0.5886604867673909,04시,177.5,1868.4166666666667,10.526291079812207,16시,2995.6666666666665,3767.1666666666665,1.2575386669633917,19시,12
2638052000,사하구 괴정2동,12530.333333333334,7117.666666666667,0.5680349019712165,04시,62.0,1122.5833333333333,18.106182795698924,09시,913.8333333333334,1398.75,1.5306401604960786,13시,12
2638053000,사하구 괴정3동,11529.666666666666,7017.416666666667,0.6086400300673626,04시,166.41666666666666,2582.25,15.516775162744118,15시,2117.4166666666665,4217.333333333333,1.9917352119327798,14시,12
2638054000,사하구 괴정4동,12658.75,6939.166666666667,0.5481715545900399,04시,117.25,1421.0833333333333,12.120113717128643,16시,2058.9166666666665,2623.9166666666665,1.2744161573643098,11시,12
2638055000,사하구 당리동,22554.0,12686.75,0.5625055422541456,04시,244.0,3887.75,15.933401639344263,16시,3249.8333333333335,5828.833333333333,1.7935791579055334,14시,12
2638056100,사하구 하단1동,19722.833333333332,11094.0,0.5624952466261609,04시,175.08333333333334,2664.3333333333335,15.21751546882437,16시,2394.0833333333335,4483.583333333333,1.8727766368477843,14시,12
2638056200,사하구 하단2동,24002.166666666668,13846.333333333334,0.576878476248672,04시,484.4166666666667,7103.333333333333,14.663684844314467,15시,4506.333333333333,7843.333333333333,1.7405133515792588,19시,12
2638057100,사하구 신평1동,14873.5,8928.166666666666,0.600273416927197,04시,167.58333333333334,4102.5,24.48035803083043,15시,1656.9166666666667,3379.8333333333335,2.039833023185636,11시,12
2638057200,사하구 신평2동,15667.333333333334,8454.666666666666,0.5396366112080336,04시,190.16666666666666,3910.1666666666665,20.561787905346186,16시,1843.1666666666667,3878.0,2.103987702323899,14시,12
2638058000,사하구 장림1동,9809.0,5941.833333333333,0.6057532198321269,04시,198.83333333333334,4495.75,22.610645431684826,13시,2159.8333333333335,4499.0,2.083031098078555,12시,12
2638059000,사하구 장림2동,23412.333333333332,13280.833333333334,0.5672579979213236,04시,230.16666666666666,4862.75,21.127081824764666,15시,2901.3333333333335,5306.666666666667,1.8290441176470589,11시,12
2638060100,사하구 다대1동,34146.583333333336,20754.25,0.6077987304732781,04시,278.5833333333333,6808.5,24.439724798085553,16시,2324.5,6232.75,2.681329318132932,14시,12
2638060200,사하구 다대2동,25699.333333333332,15303.166666666666,0.5954694025785364,04시,178.33333333333334,3774.5833333333335,21.16588785046729,16시,1659.5833333333333,3385.4166666666665,2.0399196585488326,12시,12
2638061000,사하구 구평동,11287.333333333334,6273.916666666667,0.5558369263481189,04시,141.16666666666666,3731.0,26.429752066115704,09시,1323.9166666666667,3217.0,2.429911248190344,10시,12
2638062000,사하구 감천1동,16483.75,10151.416666666666,0.6158438866560502,04시,207.5,3433.25,16.545783132530122,15시,1621.75,3580.4166666666665,2.2077488309953237,11시,12
2638063000,사하구 감천2동,4419.75,2999.6666666666665,0.6786960046759809,03시,17.666666666666668,389.1666666666667,22.028301886792452,16시,304.0833333333333,890.75,2.929295697451357,15시,12
